time_index,mean,std,rms,max,anomaly_iforest,anomaly_autoencoder
367,-0.11529024658203126,0.09290658237540289,0.14862530052469092,0.557,0,0
368,-0.11559140625,0.09420004381627567,0.1496871017087603,0.518,0,0
369,-0.11661514282226562,0.09256203720878185,0.1494929292467553,0.669,0,0
370,-0.11544778442382814,0.09296540903452769,0.14885334573457512,0.508,0,0
371,-0.1158680419921875,0.0922086850973789,0.14866663601679694,0.515,0,0
372,-0.11626282348632813,0.09269006944010931,0.1492807231214208,0.576,0,0
373,-0.11464348754882811,0.09316864309639758,0.1482942457794598,0.471,0,0
374,-0.1152662109375,0.09305268376282058,0.14876405305531748,0.603,0,0
375,-0.11661099243164064,0.09201785137452037,0.14913805186606233,0.557,0,0
376,-0.11530675659179687,0.09330268594189864,0.14889663931062397,0.586,0,0
377,-0.11500206298828125,0.09285372864976735,0.14843585081320693,0.554,0,0
378,-0.11661312255859375,0.09171494225865581,0.14892029478623373,0.486,0,0
379,-0.11566002197265624,0.09276795891131094,0.14885280975570453,0.647,0,0
380,-0.11504028930664062,0.0928890120372673,0.1484353756221339,0.522,0,0
381,-0.11617698974609375,0.09336340817953946,0.14966595213676326,0.537,0,0
382,-0.11574459838867188,0.0931632722968539,0.14919497198883094,0.637,0,0
383,-0.11497595825195313,0.09388294962510368,0.14905680935727653,0.671,0,0
384,-0.11656625366210938,0.09275856642531777,0.1495067030816927,0.586,0,0
385,-0.1151318115234375,0.09385122093373233,0.1491105943115294,0.571,0,0
386,-0.11600277709960938,0.09237218775590547,0.14891230356022073,0.713,0,0
387,-0.11629688720703125,0.09284292051883425,0.1494511362501632,0.525,0,0
388,-0.11588603515625001,0.09334478294394752,0.14936612143462077,0.579,0,0
389,-0.114966943359375,0.09209855875433141,0.14796155238401199,0.598,0,0
390,-0.11694080200195311,0.09287979467096742,0.1498997320110427,0.527,0,0
391,-0.11484976196289062,0.09233238111478545,0.14795486217578346,0.64,0,0
392,-0.11572578124999999,0.09294170291095814,0.14898301372608305,0.698,0,0
393,-0.11626901855468749,0.0926565146639576,0.14921912356792244,0.708,0,0
394,-0.11568968505859374,0.09316538680247444,0.14914892468066418,0.515,0,0
395,-0.11538963012695314,0.09389430903229601,0.14933364819311826,0.544,0,0
396,-0.11581441040039062,0.09379006959957951,0.14963793871012798,0.664,0,0
397,-0.11505759277343751,0.09373549460599519,0.14895144521697856,0.544,0,0
398,-0.11552909545898438,0.09375488375123198,0.14934083771469267,0.686,0,0
399,-0.11580296020507812,0.09342054420743225,0.14939666179313257,0.645,0,0
400,-0.11548251953125,0.09390292896677968,0.1493652308275784,0.615,0,0
401,-0.11545065307617187,0.09327851666068035,0.14895300225609256,0.474,0,0
402,-0.11653658447265625,0.09318203251700286,0.14983605090524413,0.547,0,0
403,-0.11526173095703124,0.09314070231255672,0.14871169379404484,0.525,0,0
404,-0.11512293701171875,0.09294044490124438,0.1485330528389036,0.449,0,0
405,-0.11632902221679688,0.09302845928086398,0.14952852823329477,0.54,0,0
406,-0.11547893066406249,0.09273078433552252,0.14862908893988944,0.608,0,0
407,-0.1150708984375,0.09247515570456014,0.1481589952666323,0.613,0,0
408,-0.11604503784179687,0.09357217409396139,0.14961406203901575,0.532,0,0
409,-0.11494500122070311,0.09238863960675497,0.14802380825001732,0.505,0,0
410,-0.11504517822265625,0.09250115587963446,0.148190230354631,0.52,0,0
411,-0.11681481323242188,0.09250542877649962,0.14962229229891916,0.469,0,0
412,-0.11535401611328126,0.09291420776528402,0.14867094960793187,0.632,0,0
413,-0.11538126831054688,0.09281091290362499,0.14867393253059302,0.454,0,0
414,-0.11612688598632813,0.09253531480842142,0.14907052043330318,0.513,0,0
415,-0.11494120483398437,0.09214302883580301,0.14785321108311408,0.623,0,0
416,-0.114810205078125,0.0940071674412993,0.14897872871281564,0.752,0,0
417,-0.11618712158203126,0.09279775297654509,0.14931241787716193,0.527,0,0
418,-0.11560188598632812,0.09172494280025245,0.14811302482002686,0.532,0,0
419,-0.11525817871093749,0.0930684189607758,0.14867870813251347,0.728,0,0
420,-0.11572757568359374,0.09344893350600346,0.1492932052875131,0.605,0,0
421,-0.11538595581054688,0.09271763605866573,0.14855098192936234,0.645,0,0
422,-0.114955615234375,0.09253553413779608,0.1481490263923327,0.703,0,0
423,-0.1163995849609375,0.09282601136319957,0.14939060338713106,0.449,0,0
424,-0.11531301879882813,0.09174567973499684,0.14796299596537246,0.662,0,0
425,-0.114665478515625,0.0918549542520483,0.14746763184308023,0.474,0,0
426,-0.1162770751953125,0.09193116838726409,0.14877723625552408,0.518,0,0
427,-0.11565278930664064,0.09250015612393939,0.14871397490413304,0.557,0,0
428,-0.11564962768554687,0.09251555472105039,0.1486437874356439,0.671,0,0
429,-0.11627812499999998,0.09267561053333567,0.14924887932080302,0.549,0,0
430,-0.11506209106445313,0.09118993575155156,0.1473454647840633,0.62,0,0
431,-0.11520232543945312,0.09224874812811554,0.14815334526968876,0.52,0,0
432,-0.11634454345703124,0.09205551770065917,0.14884931173014898,0.559,0,0
433,-0.11466221923828124,0.0920904308979754,0.14764398179854174,0.586,0,0
434,-0.11520803833007813,0.09257729166594009,0.1483625907818607,0.615,0,0
435,-0.1173989990234375,0.0914707630803393,0.14941667387423876,0.471,0,0
436,-0.11477254028320313,0.0918798218244321,0.14758306422468423,0.464,0,0
437,-0.11550972900390624,0.09128165163212801,0.14774432463355666,0.469,0,0
438,-0.1166295166015625,0.09227053853327474,0.1492461346763135,0.435,0,0
439,-0.11520518188476563,0.0938347522311202,0.14914980739231953,0.581,0,0
440,-0.11515519409179688,0.09414555405130764,0.14933742942869058,0.605,0,0
441,-0.11625723876953126,0.0922732011085473,0.14896648674236526,0.525,0,0
442,-0.11545588378906249,0.09256009530128703,0.14854638999473785,0.647,0,0
443,-0.11558463745117187,0.09176440470440118,0.14807102229275743,0.554,0,0
444,-0.11591304321289062,0.09298220643142788,0.14909072852062447,0.708,0,0
445,-0.1153906005859375,0.09355188129339717,0.14904418793933594,0.674,0,0
446,-0.11539381713867188,0.09218065625321337,0.1482818480584291,0.479,0,0
447,-0.11614483642578124,0.09294695836463686,0.149340790612353,0.466,0,0
448,-0.11484359741210938,0.09287629310293537,0.1482365743131948,0.676,0,0
449,-0.11549667358398438,0.09317796762843691,0.14893368330470136,0.64,0,0
450,-0.11564686889648437,0.09356225245139557,0.14929585959639655,0.54,0,0
451,-0.11561511840820313,0.09336537291340569,0.1491687684003071,0.588,0,0
452,-0.11532601318359374,0.09328507374901696,0.14889064525068074,0.706,0,0
453,-0.11653068237304687,0.0930340623459652,0.1496499847585439,0.549,0,0
454,-0.11533335571289063,0.09155792824422115,0.1478189924702239,0.713,0,0
455,-0.11558837890625001,0.0937181034346541,0.14938805133065727,0.64,0,0
456,-0.11627794799804686,0.09265759098872864,0.1492307810717585,0.5,0,0
457,-0.11541183471679688,0.09240905435266598,0.14836601533240432,0.686,0,0
458,-0.11544329833984376,0.09299588304010066,0.1487373172360394,0.591,0,0
459,-0.11623212280273437,0.09244646291958766,0.14904033855258494,0.596,0,0
460,-0.11573241577148437,0.09234152809680359,0.14852991023567994,0.547,0,0
461,-0.11496998291015625,0.09324731822238387,0.1485471797093751,0.493,0,0
462,-0.11599779052734374,0.09298477351848045,0.14921667329215896,0.615,0,0
463,-0.11518333740234374,0.09354799541371339,0.14895250953796063,0.493,0,0
464,-0.11568859252929688,0.093959556908195,0.1495988997842243,0.571,0,0
465,-0.11623265991210938,0.09324665761995629,0.14960532588760184,0.54,0,0
466,-0.11524004516601563,0.09197966371253137,0.1480000024950182,0.571,0,0
467,-0.11574478149414064,0.09298830673299122,0.14896460812514142,0.544,0,0
468,-0.11652432250976563,0.09433236567976991,0.15049995934368612,0.471,0,0
469,-0.11508187255859374,0.0923538251591955,0.1480312126857009,0.562,0,0
470,-0.11552767944335939,0.09317119528007431,0.1489820156022209,0.713,0,0
471,-0.11632833251953126,0.09310669578727787,0.14959795884968546,0.547,0,0
472,-0.11691917724609374,0.09281855874599017,0.14992126807459225,0.515,0,0
473,-0.11531760864257812,0.0938020949746283,0.14917194989670923,0.764,0,0
474,-0.11617276611328126,0.09319510605232,0.14944445336349316,0.483,0,0
475,-0.11443436279296874,0.09263407659852392,0.1477247365972753,0.647,0,0
476,-0.11500851440429688,0.0926188368688802,0.14822820814768634,0.53,0,0
477,-0.11615810546875,0.0936325523861995,0.14977994861733832,0.532,0,0
478,-0.11674361572265625,0.09333831909571749,0.14996531223268558,0.53,0,0
479,-0.115287451171875,0.09374016079150475,0.1490990286249849,0.557,0,0
480,-0.11624600830078125,0.09315104997470255,0.1495035953561454,0.579,0,0
481,-0.11534655151367189,0.09280109818501947,0.14852992811106364,0.627,0,0
482,-0.11505447998046875,0.09381682274336525,0.1489969117119782,0.698,0,0
483,-0.11656549682617187,0.09287353890968475,0.14959692786423126,0.471,0,0
484,-0.11502259521484375,0.0940025045954307,0.14910122981853113,0.62,0,0
485,-0.11524219360351562,0.09423636045895582,0.14937389408995033,0.596,0,0
486,-0.11629229736328126,0.0935229747994443,0.1497534758863348,0.618,0,0
487,-0.11504334106445313,0.09359994237280803,0.1488899793748792,0.569,0,0
488,-0.11500181884765626,0.09263775588929006,0.1482160863467698,0.679,0,0
489,-0.11621119995117188,0.09410507213755087,0.15006004944261714,0.576,0,0
490,-0.11320071411132812,0.09413671769648499,0.14783770780115738,0.576,0,0
491,-0.11488639526367188,0.09459315689187789,0.14939911046510174,0.681,0,0
492,-0.11595733032226563,0.09409477495746522,0.14988748304799468,0.557,0,0
493,-0.11546983032226563,0.09316799732298943,0.1488559493962344,0.645,0,0
494,-0.11481951904296875,0.0932648374223633,0.14846520054034337,0.508,0,0
495,-0.116138525390625,0.09352796279076842,0.14966105700021592,0.632,0,0
496,-0.11528850708007812,0.09356501689226575,0.14904469419580127,0.645,0,0
497,-0.11648345947265626,0.09416254967682186,0.1503125,0.64,0,0
498,-0.11565338745117187,0.09452186429794987,0.14987778050990805,0.581,0,0
499,-0.11759928588867187,0.09279125349471856,0.1503626871168574,0.679,0,0
500,-0.11532430419921874,0.09305989495347552,0.1488023767917273,0.613,0,0
501,-0.11636299438476563,0.09457314005430574,0.1504965892722103,0.854,0,0
502,-0.11456412963867188,0.09395185587988382,0.14874988865952374,0.491,0,0
503,-0.11500303344726563,0.09362190629613056,0.14886453206681136,0.586,0,0
504,-0.11643738403320313,0.0937178832789523,0.15002463772677083,0.625,0,0
505,-0.11528623046875,0.09452439657574088,0.149639426852844,0.635,0,0
506,-0.1152816650390625,0.09413283902795722,0.1494034699268122,0.63,0,0
507,-0.11631465454101562,0.09387393053911969,0.15001097105467845,0.464,0,0
508,-0.11507224731445313,0.09524960549767383,0.14995046384611824,0.598,0,0
509,-0.11493953857421876,0.09267031161731439,0.1481350043595421,0.696,0,0
510,-0.11513812255859375,0.09364502945274793,0.1489751455993504,0.669,0,0
511,-0.11355032348632813,0.09285131137386013,0.1472958122450589,0.625,0,0
512,-0.11577103881835937,0.09464583483144991,0.1502213139676458,0.681,0,0
513,-0.1157752685546875,0.09445531688345868,0.15008096285057693,0.505,0,0
514,-0.11570808715820313,0.09488566734748771,0.15036181353482814,0.574,0,0
515,-0.11571950073242188,0.09523802480869946,0.150566319389244,0.527,0,0
516,-0.11571071166992188,0.09426715985756047,0.14992290436153266,0.662,0,0
517,-0.1155643310546875,0.09506348172177712,0.15029460177191112,0.698,0,0
518,-0.11602135009765625,0.09452366177821095,0.1502988177569625,0.613,0,0
519,-0.11554840087890625,0.09404846840117748,0.149656928637008,0.593,0,0
520,-0.11562567138671875,0.09535482837768235,0.15057176963992952,0.852,0,0
521,-0.115803466796875,0.09576672535435396,0.15098646923350967,0.679,0,0
522,-0.11570669555664062,0.09522200082578969,0.15052878229938987,0.623,0,0
523,-0.11563095092773437,0.0938326102902677,0.1495903213021983,0.642,0,0
524,-0.115589501953125,0.09638947057153008,0.15124874527339838,0.879,0,0
525,-0.1155056396484375,0.09672574696635973,0.15144663004005166,0.876,0,0
526,-0.11608225708007813,0.09605476519808809,0.15155922018438994,0.532,0,0
527,-0.11583167114257813,0.09579177152785814,0.1511040530395221,0.613,0,0
528,-0.11764664306640625,0.09742189448027361,0.15352456458545108,0.52,0,0
529,-0.1177926025390625,0.0965740021821145,0.15313604707440448,0.527,0,0
530,-0.11614256591796875,0.0970024404324521,0.15212088534229684,0.598,0,0
531,-0.115777587890625,0.09702373993493779,0.15183147206901648,0.581,0,0
532,-0.1159232177734375,0.09619399343629481,0.15145059000670452,0.684,0,0
533,-0.11558121948242187,0.0960942039914053,0.15115309660096463,0.627,0,0
534,-0.1167241943359375,0.09556800767974091,0.15161842565160183,0.625,0,0
535,-0.1157613037109375,0.09643801875419517,0.15144334253619457,0.691,0,0
536,-0.11588785400390625,0.09605225277037283,0.1512836780525817,0.667,0,0
537,-0.11663403320312501,0.09589026159625216,0.1517179581676685,0.72,0,0
538,-0.11550802001953125,0.0960294581904958,0.15100300823524593,0.61,0,0
539,-0.1153874755859375,0.09525478018619768,0.15037667199883537,0.625,0,0
540,-0.11763578491210938,0.09219803561321996,0.15011366915031918,0.623,0,0
541,-0.11645426635742187,0.09359411811486107,0.1500451731906186,0.637,0,0
542,-0.11567208862304687,0.09268432621576006,0.14890036888717345,0.574,0,0
543,-0.117840869140625,0.09167169339363651,0.14992206927423576,0.488,0,0
544,-0.1158470458984375,0.0927380685516418,0.14911472973691,0.461,0,0
545,-0.11506927490234375,0.09246698379396,0.14826343050199112,0.518,0,0
546,-0.11572448120117186,0.09201082861087888,0.1485249086599,0.54,0,0
547,-0.11546848754882813,0.09250902951083603,0.148640826225325,0.742,0,0
548,-0.1154243408203125,0.092862682278712,0.14878798745181326,0.547,0,0
549,-0.115870751953125,0.09191284705245727,0.14856025047926158,0.493,0,0
550,-0.11511470947265626,0.09277597736843024,0.1484530025621798,0.669,0,0
551,-0.11521907958984375,0.09274320892982169,0.14863179331943607,0.542,0,0
552,-0.11722725219726562,0.09254873221421622,0.15002012603018078,0.61,0,0
553,-0.11557384033203125,0.09285920192370348,0.14894304556693444,0.674,0,0
554,-0.114887255859375,0.09311487168805063,0.14859670680877846,0.596,0,0
555,-0.11661368408203125,0.09282011978560747,0.1496957361708555,0.688,0,0
556,-0.11560527954101563,0.09293448075202049,0.14892674785546967,0.457,0,0
557,-0.11540264892578125,0.09344110246296188,0.14909554730629115,1.025,0,0
558,-0.11664661865234374,0.09123811032565321,0.14871940627974287,0.605,0,0
559,-0.11541464233398438,0.09189600123961941,0.14812072648849153,0.549,0,0
560,-0.11572259521484377,0.09222279832711662,0.14866516792214748,0.605,0,0
561,-0.11662821655273437,0.09236395860484664,0.14943741000183536,0.557,0,0
562,-0.11559664916992188,0.09268307586130031,0.14881185395390134,0.447,0,0
563,-0.11540402221679688,0.09316578213300808,0.1489424042259669,0.852,0,0
564,-0.11649368896484374,0.09291976686229794,0.14963961745575496,0.657,0,0
565,-0.11536778564453125,0.09231374798767689,0.1483552660782371,0.54,0,0
566,-0.11528906860351562,0.09140228987273494,0.14773377282482378,0.713,0,0
567,-0.11690678100585938,0.09368679546989071,0.15043230370112057,0.496,0,0
568,-0.11491309814453125,0.09238669116491763,0.14807844390496683,0.537,0,0
569,-0.1154556640625,0.09331872032335317,0.14909500132930922,0.493,0,0
570,-0.11637407836914063,0.09318830376237577,0.14966872262427586,0.642,0,0
571,-0.11608989257812499,0.09208214038799675,0.1487921838163677,0.464,0,0
572,-0.1153437255859375,0.09236868463909982,0.14839282962719466,0.437,0,0
573,-0.117064306640625,0.09290391575111684,0.15005782202595064,0.667,0,0
574,-0.11597981567382812,0.0922173976742405,0.14877667990037194,0.481,0,0
575,-0.11537212524414062,0.09415235285872631,0.14960921726085025,0.703,0,0
576,-0.11671419067382813,0.0933493492916258,0.1500670878009714,0.554,0,0
577,-0.11570100708007813,0.09227817241478525,0.14862386538856104,0.652,0,0
578,-0.115013037109375,0.09325523380889406,0.14870903503018695,0.554,0,0
579,-0.11683225708007812,0.09234340796966103,0.14952640806962855,0.5,0,0
580,-0.11561546630859376,0.09232612821737804,0.14851668632083959,0.488,0,0
581,-0.1149259033203125,0.09300774139250523,0.14841323625704367,0.552,0,0
582,-0.11665656738281249,0.09342566271383415,0.15007953868575458,0.715,0,0
583,-0.11557343139648438,0.09274855824300406,0.1487632078522712,0.537,0,0
584,-0.11546849365234375,0.0933948108021643,0.1491355079907275,0.601,0,0
585,-0.1166057861328125,0.0929660029781001,0.14974455079622784,0.483,0,0
586,-0.11559390258789062,0.09264993283769435,0.1487487718034576,0.525,0,0
587,-0.11519724731445312,0.09267064392961458,0.14841709907093206,0.571,0,0
588,-0.11463634033203125,0.09262899684535914,0.147994690794697,0.601,0,0
589,-0.11744400634765624,0.09284032378206675,0.1503707004252714,0.583,0,0
590,-0.11582677001953123,0.09263049908550818,0.1489563448248319,0.61,0,0
591,-0.11589500732421876,0.09228723186528959,0.14879206686714738,0.61,0,0
592,-0.11558917846679687,0.09193098896252067,0.14829828181541518,0.562,0,0
593,-0.11571434936523436,0.09249746464655223,0.14875224810784768,0.5,0,0
594,-0.11580682983398438,0.09367160636755083,0.14958482633534523,0.508,0,0
595,-0.11586519165039064,0.09272371411625917,0.14904784271409166,0.496,0,0
596,-0.11601352539062498,0.09293600254627532,0.14924307262503844,0.469,0,0
597,-0.116247119140625,0.09203902767448208,0.14887520437282625,0.549,0,0
598,-0.11546063842773437,0.09221002085846355,0.14842973925024758,0.693,0,0
599,-0.1155137451171875,0.09211559390210318,0.14841927034442096,0.586,0,0
600,-0.11546016845703125,0.09301512645193476,0.14894371237338758,0.547,0,0
601,-0.11511318359375,0.09251211195922074,0.14837934041540074,0.537,0,0
602,-0.11580012207031251,0.09175691562424504,0.14832585719323982,0.559,0,0
603,-0.11578772583007813,0.09229214186897011,0.14871668057189236,0.71,0,0
604,-0.11529779663085937,0.09180436002626632,0.14803277004460896,0.654,0,0
605,-0.11535645141601564,0.09304635679060336,0.14887871078875933,0.723,0,0
606,-0.1154610595703125,0.09155475221942594,0.14802759323644696,0.483,0,0
607,-0.11520877685546875,0.09278951209929907,0.14860585945663027,0.654,0,0
608,-0.11558656616210938,0.0922702402738356,0.14861883814481147,0.598,0,0
609,-0.11584788818359375,0.0919521387307917,0.1484946427017918,0.444,0,0
610,-0.11565459594726563,0.09246228672769488,0.14875126449945072,0.632,0,0
611,-0.11541513061523437,0.09149710169548958,0.14791547336895788,0.566,0,0
612,-0.115359033203125,0.09084977320219578,0.14745819819475536,0.54,0,0
613,-0.11533775634765625,0.09301311929184405,0.14889538612979983,0.583,0,0
614,-0.11542688598632814,0.09287934689971344,0.14874395288309072,0.425,0,0
615,-0.11539521484375,0.09277760584374493,0.14876930038259953,0.632,0,0
616,-0.11577635498046876,0.09208135989391929,0.1486169548045279,0.471,0,0
617,-0.11500249633789063,0.0916169226151568,0.1477013225891362,0.627,0,0
618,-0.11528501586914063,0.09155072576152784,0.14786212765669923,0.525,0,0
619,-0.115126025390625,0.09265205364529594,0.14845157605957005,0.532,0,0
620,-0.1157519775390625,0.0925249840842372,0.14884381540486438,0.503,0,0
621,-0.115097705078125,0.09218296346245142,0.14807740586410004,0.493,0,0
622,-0.11527836303710937,0.09187650158492494,0.14804743380913665,0.742,0,0
623,-0.11564462280273438,0.0917674961097898,0.14828087330777365,0.574,0,0
624,-0.115300732421875,0.09275254722569201,0.14861578023304708,0.662,0,0
625,-0.11564990234375,0.09265150954713944,0.14888387390901758,0.571,0,0
626,-0.11531898193359374,0.09190779433854174,0.14806930206119912,0.525,0,0
627,-0.11547155151367187,0.09137521096806792,0.14786257499030533,0.413,0,0
628,-0.11565395507812501,0.0914553493135994,0.1480713983646804,0.557,0,0
629,-0.11530888061523437,0.09268652997714237,0.14861288374527928,0.767,0,0
630,-0.11535609741210938,0.09212414735517524,0.148247220826112,0.605,0,0
631,-0.1152776611328125,0.09236964227921655,0.1483939173683142,0.564,0,0
632,-0.11307883911132813,0.09232285937691884,0.14683916228751387,0.605,0,0
633,-0.11543258056640625,0.09107382521352297,0.14769027435370236,0.779,0,0
634,-0.11520801391601562,0.0929211508077315,0.14875653521374727,0.598,0,0
635,-0.11571900634765625,0.09115339007194734,0.14796754293495257,0.635,0,0
636,-0.11512657470703125,0.09199645481065333,0.1480612830637384,0.796,0,0
637,-0.11284025268554687,0.09285095455010986,0.1470313157752576,0.601,0,0
638,-0.11554954833984374,0.09237559362273642,0.14866514677858836,0.728,0,0
639,-0.11565252685546876,0.09139205224153851,0.14805365180729776,0.654,0,0
640,-0.11570535278320312,0.09308692028239571,0.1492195111441648,0.566,0,0
641,-0.1155951904296875,0.09300414686632999,0.14907373659659534,0.72,0,0
642,-0.11374354858398439,0.09160779053519327,0.14671023265097072,0.537,0,0
643,-0.11605870971679688,0.09267123289007861,0.14918395788353023,0.483,0,0
644,-0.11584534912109375,0.0918406553425284,0.14845373874991538,0.5,0,0
645,-0.11555933227539064,0.09133333224331082,0.14804843433792914,0.857,0,0
646,-0.1146509765625,0.0918673123777495,0.14759537307392814,0.62,0,0
647,-0.11544509887695314,0.09295857704001918,0.14886807954911818,0.662,0,0
648,-0.11589170532226561,0.0906562323749122,0.14774044955864665,0.479,0,0
649,-0.11599339599609373,0.09213795908456182,0.14882738808052468,0.605,0,0
650,-0.11567165527343751,0.09099173408044915,0.14793051405070115,0.747,0,0
651,-0.11546860351562499,0.09200553234741982,0.14831612862811133,0.547,0,0
652,-0.11564041137695312,0.09222829519510181,0.1486157526551471,0.61,0,0
653,-0.11553023071289062,0.09039107053915893,0.14735255704640904,0.671,0,0
654,-0.11569966430664064,0.09106971519460771,0.14793697142996115,0.474,0,0
655,-0.11582599487304687,0.09219858035645462,0.14870533022739,0.598,0,0
656,-0.1159988525390625,0.09087334515055624,0.14798846720532396,0.51,0,0
657,-0.11560235595703125,0.09154497396279795,0.14809517677587392,1.001,0,0
658,-0.11585559082031249,0.09157166592179063,0.14830056315216741,0.527,0,0
659,-0.11554329833984375,0.09251310734668053,0.14875310740583075,0.601,0,0
660,-0.11570478515625,0.09169107640841065,0.14833414140002568,0.51,0,0
661,-0.11578803100585937,0.09152626613064543,0.14826384819928737,0.549,0,0
662,-0.11553018798828124,0.0924079695210848,0.1486207240895638,0.562,0,0
663,-0.11571604614257813,0.09172840204331807,0.14837355972786512,0.459,0,0
664,-0.11587374267578124,0.09150534080700101,0.14828075375312116,0.593,0,0
665,-0.11557182006835937,0.09174573618410553,0.14819238983671726,0.647,0,0
666,-0.11539936523437501,0.09177988143493346,0.1480792214416118,0.564,0,0
667,-0.115662939453125,0.09188105583333753,0.14840362697395046,0.464,0,0
668,-0.11563982543945313,0.09187977828593114,0.14840424633685703,0.569,0,0
669,-0.12041893920898437,0.09119235906140091,0.15222910664332176,0.537,0,0
670,-0.10906910400390625,0.09183119316232957,0.14441201031473985,0.557,0,0
671,-0.11584791870117188,0.0919403381396525,0.1486212795090272,0.618,0,0
672,-0.115702685546875,0.09111762760910559,0.14799289838918897,0.527,0,0
673,-0.11573325805664064,0.091116062412748,0.14803165120027567,1.167,0,0
674,-0.11573201904296875,0.09070765066634376,0.14774634391792332,0.522,0,0
675,-0.11556372680664062,0.09095399251349139,0.14774016966673045,0.52,0,0
676,-0.11542376708984375,0.09142723765123656,0.14788381954924162,1.101,0,0
677,-0.11571962280273437,0.09200366438115576,0.14854150708604172,0.632,0,0
678,-0.11576138305664063,0.09111771443378194,0.14803127541907238,0.518,0,0
679,-0.11589452514648438,0.09269864971680011,0.14908547506625996,0.671,0,0
680,-0.1154270263671875,0.09217639077401196,0.14837680354448307,0.437,0,0
681,-0.11561790771484376,0.09213732803453631,0.14855817845293443,0.601,0,0
682,-0.11546760864257813,0.09210609227532267,0.14841885625104764,0.667,0,0
683,-0.1153833251953125,0.09156469406485505,0.14803436218559296,0.579,0,0
684,-0.11601282958984376,0.09141461712274068,0.14840015525295638,0.596,0,0
685,-0.11553541259765625,0.09069542282169091,0.1475222518222754,0.488,0,0
686,-0.11539129638671874,0.09105439301825088,0.1476362481905618,0.493,0,0
687,-0.11549065551757813,0.0903052542941454,0.14726368854413177,0.618,0,0
688,-0.11577578125,0.09111861501150026,0.1479901152737912,0.503,0,0
689,-0.11600323486328126,0.0914034494923071,0.14833466783473317,0.618,0,0
690,-0.11564380493164061,0.09135416246755318,0.14812011568539332,0.527,0,0
691,-0.11578969726562499,0.09106934581290715,0.1479634548946969,0.518,0,0
692,-0.11534011840820313,0.09224381997673657,0.14839408890295425,0.635,0,0
693,-0.11606934814453124,0.09148865142891965,0.14844945712531515,0.522,0,0
694,-0.11532150268554686,0.09144992579377692,0.14786952679421714,0.696,0,0
695,-0.11473603515625,0.0908706046738612,0.14701664421676142,0.481,0,0
696,-0.11578939819335937,0.09092577940940419,0.14787725299012117,0.586,0,0
697,-0.11578021850585937,0.09214432703546162,0.14862376966167715,0.481,0,0
698,-0.11553182983398437,0.0915208529356083,0.148079745340896,0.693,0,0
699,-0.11598983764648438,0.09254605563942254,0.1491112327187338,0.54,0,0
700,-0.11550340576171875,0.09154405773268419,0.1480698157522797,0.674,0,0
701,-0.11571818847656251,0.09159741244730235,0.14824878180326592,0.654,0,0
702,-0.11545016479492187,0.09150669210435862,0.14798148685859613,0.583,0,0
703,-0.11506444702148437,0.09191175891455698,0.14793476821962226,0.747,0,0
704,-0.11571736450195312,0.0926466109246995,0.14893208440554662,0.662,0,0
705,-0.11543411865234375,0.09233548601533208,0.14850593060811157,0.598,0,0
706,-0.11593974609375002,0.09115960173733023,0.14818681508665793,0.474,0,0
707,-0.11531289672851563,0.09094627926779103,0.14754315706606486,0.483,0,0
708,-0.11524841918945312,0.09159080576267326,0.14794249802185735,0.571,0,0
709,-0.11526699829101562,0.09250460157176542,0.14854763473841295,0.505,0,0
710,-0.11676771240234375,0.09315385631251423,0.15011614660223305,0.564,0,0
711,-0.11567396240234375,0.09167803207739994,0.1483132367205417,0.845,0,0
712,-0.11568051147460938,0.09202645347146501,0.14848021287195795,0.63,0,0
713,-0.11458161010742188,0.09212107288939103,0.1476904331505242,0.725,0,0
714,-0.11553377685546876,0.09148390104784523,0.14800715331240116,0.53,0,0
715,-0.11591987915039062,0.09132026944706575,0.14826343282790944,0.547,0,0
716,-0.11515108642578126,0.09256287908511668,0.14841164733749737,0.542,0,0
717,-0.11575343627929686,0.09121198686350691,0.1480636972426466,0.513,0,0
718,-0.1153671630859375,0.09235914871907533,0.14846619541714076,0.564,0,0
719,-0.11701243286132812,0.09272563735238182,0.1499775046405072,0.54,0,0
720,-0.1158020263671875,0.09282992158031209,0.14915524933209798,0.547,0,0
721,-0.1159380126953125,0.09177917256980012,0.14852152420391956,0.571,0,0
722,-0.11602340698242186,0.09206924997048581,0.14884617502502398,0.571,0,0
723,-0.11698710327148437,0.09221774697107232,0.1495971957142786,0.61,0,0
724,-0.11594383544921875,0.09213732025497776,0.14883966798248618,0.723,0,0
725,-0.11571374511718749,0.09265241158029894,0.14895624533701948,0.615,0,0
726,-0.11709403686523438,0.09287414628455445,0.15010897662865452,0.549,0,0
727,-0.11530125122070312,0.0916754249230263,0.14804108491728346,0.698,0,0
728,-0.11589834594726563,0.0934820229015309,0.14957847528897797,0.879,0,0
729,-0.11693055419921874,0.09241813272839702,0.14978333615768927,0.591,0,0
730,-0.11584017944335936,0.09169642639147849,0.14842119139439502,0.549,0,0
731,-0.11544397583007812,0.09219729494688092,0.14845739564445148,0.701,0,0
732,-0.11643197631835937,0.09212051353691038,0.14913296096157286,0.679,0,0
733,-0.11502748413085936,0.09179385320238428,0.14778811057951216,0.559,0,0
734,-0.11562831420898437,0.09175148738269148,0.14832454042811963,0.583,0,0
735,-0.11689135742187501,0.0926001947643797,0.14989121934495944,0.791,0,0
